fold,accuracy,precision,recall,f1,roc_auc,pr_auc
1,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
2,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
3,0.9858156028368794,0.95,1.0,0.9743589743589743,1.0,0.9999999999999999
4,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
5,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
