fold,accuracy,precision,recall,f1,roc_auc,pr_auc
1,0.9491525423728814,0.9032258064516129,1.0,0.9491525423728814,0.9965437788018433,0.9965437788018433
2,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
3,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0
5,0.9827586206896551,0.9655172413793104,1.0,0.9824561403508771,1.0,1.0
